hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,is_rv,planet_id
Kepler-1587,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,9.4060467,0.0001376,-0.0001376,0,0.1011,,,,1.33,0.47,-0.24,0,0.11865465,0.04193059,-0.02141137,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5933,79.13,-77.98,0,1.22,0.194,-0.153,0,1.08,0.061,-0.043,0,0.07,0.09,-0.087,0,[Fe/H],4.3,0.111,-0.113,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h30m42.66s,292.6777294,+49d39m49.92s,49.6638666,1026.48,18.44,-17.81,14.166,0.103,-0.103,12.632,0.027,-0.027,14.0315,0.000211,-0.000211,06-05-2016,2016-05,10-05-2016,0,Kepler-1587_9.4060467
Kepler-380,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,3.930821,3.80E-05,-3.80E-05,0,0.05,,,0,1.19,0.24,-0.24,0,0.106,0.021,-0.021,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6045,147,-147,0,1.224,0.242,-0.242,0,0.95,,,,,,,,,4.293,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h49m34.73s,282.3947017,+48d45m32.88s,48.7591334,813.713,14.549,-14.055,13.74,0.114,-0.114,12.289,0.024,-0.024,13.6113,0.000262,-0.000262,14-05-2014,2014-03,14-05-2014,0,Kepler-380_3.930821
K2-228,1,1,1,Transit,2018,K2,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,2.69828,0.00022,-0.00022,0,0.0338,0.0003,-0.0003,0,1.21,0.1,-0.06,0,0.10794897,0.0089214,-0.00535284,0,,,,,0.432,,,,,,,,,,,,,914,14,-13,0,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...78L/abstract target=ref>Livingston et al. 2018</a>,,4715,48,-46,0,0.65,0.01,-0.01,0,0.71,0.02,-0.02,0,-0.25,0.06,-0.06,0,[Fe/H],4.66,0.01,-0.01,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h29m10.73s,187.2947047,-06d50m03.13s,-6.8342028,129.46,4.091,-3.852,13.028,0.092,-0.092,10.324,0.024,-0.024,12.6527,0.000446,-0.000446,08-06-2022,2018-08,08-06-2022,0,K2-228_2.69828
K2-14,1,1,1,Transit,2015,K2,Published Confirmed,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,8.36802,0.00019,-0.00019,0,0.0627,0.0006,-0.0006,0,4.81,0.42,-0.42,0,0.42911946,0.03746989,-0.03746989,0,,,,,0.432,,,,,,,,,,,,,488,8,-8,0,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,3789,17,-16,0,0.45,0.01,-0.01,0,0.47,0.01,-0.01,0,-0.37,0.03,-0.04,0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m13.65s,178.0568745,+02d35m38.84s,2.5941222,364.048,8.099,-8.099,15.78,1.133,-1.133,12.611,0.031,-0.031,15.5348,0.000609,-0.000609,13-07-2015,2015-08,16-07-2015,0,K2-14_8.36802
Kepler-1344,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.7683049,1.90E-05,-1.90E-05,0,0.1011,,,,1.84,0.5,-0.2,0,0.1641538,0.04460701,-0.0178428,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5981,78.95,-91.31,0,1.13,0.306,-0.12,0,1.09,0.088,-0.065,0,0.06,0.145,-0.165,0,[Fe/H],4.37,0.085,-0.183,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h08m20.71s,287.0862799,+46d56m44.88s,46.9457998,853.959,13.2295,-13.2295,14.192,0.08,-0.08,12.633,0.021,-0.021,14.0269,0.000273,-0.000273,06-05-2016,2016-05,10-05-2016,0,Kepler-1344_4.7683049
Kepler-876,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.14438011,2.47E-05,-2.47E-05,0,0.1011,,,,1.43,0.1,-0.09,0,0.12757605,0.0089214,-0.00802926,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5060,63.15,-63.75,0,0.77,0.034,-0.039,0,0.81,0.038,-0.043,0,-0.03,0.144,-0.171,0,[Fe/H],4.58,0.026,-0.048,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m54.76s,283.4781717,+43d23m01.40s,43.3837235,820.913,21.781,-20.702,15.647,0.217,-0.217,13.354,0.042,-0.042,15.3301,0.000393,-0.000393,06-05-2016,2016-05,10-05-2016,0,Kepler-876_5.14438011
TOI-4603,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KHANDELWAL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230311841K/abstract target=ref>Khandelwal et al. 2023</a>,7.24599,0.00022,-0.00021,0,0.0888,0.001,-0.001,0,11.67975789,0.42594127,-0.39231432,0,1.042,0.038,-0.035,0,4096.808166,184.3404761,-181.162192,0,12.89,0.58,-0.57,0,Mass,0.325,0.02,-0.02,0,1192,71,-68,0,1677,24,-24,0,0,<a refstr=KHANDELWAL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230311841K/abstract target=ref>Khandelwal et al. 2023</a>,F,6264,95,-94,0,2.738,0.048,-0.05,0,1.765,0.061,-0.061,0,0.342,0.039,-0.04,0,[Fe/H],3.81,0.021,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h35m27.82s,83.8659288,+21d17m39.27s,21.2942417,225.643,2.484,-2.432,9.24,0.03,-0.03,7.786,0.017,-0.017,9.07469,0.000241,-0.000241,28-03-2023,2023-03,28-03-2023,0,TOI-4603_7.24599
Kepler-388,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,13.297004,0.000185,-0.000185,0,0.093,,,0,0.86,0.11,-0.11,0,0.077,0.01,-0.01,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4498,200,-200,0,0.586,0.069,-0.069,0,0.95,,,,,,,,,4.69,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h59m18.73s,284.8280577,+44d36m31.12s,44.6086451,,,,15.218,0.08,-0.08,12.544,0.026,-0.026,15.0015,0.000592,-0.000592,14-05-2014,2014-03,14-05-2014,0,Kepler-388_13.297004
Kepler-1014,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,16.57110363,3.82E-05,-3.82E-05,0,0.1011,,,,2.39,0.21,-0.25,0,0.21322152,0.01873495,-0.02230351,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5388,68.87,-66.36,0,0.84,0.075,-0.05,0,0.88,0.04,-0.047,0,-0.06,0.151,-0.15,0,[Fe/H],4.54,0.039,-0.092,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h00m29.28s,285.1219875,+44d06m37.92s,44.1105331,624.8,6.638,-6.503,14.866,0.172,-0.172,12.898,0.033,-0.033,14.6265,0.000347,-0.000347,06-05-2016,2016-05,10-05-2016,0,Kepler-1014_16.57110363
K2-42,1,1,1,Transit,2016,K2,Published Confirmed,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,6.68796,0.00093,-0.00093,0,0.0617,0.0013,-0.0013,0,2.15,0.24,-0.24,0,0.19181015,0.02141137,-0.02141137,0,,,,,0.432,,,,,,,,,44.1,6.3,-6.3,0,,,,,0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,4613,71,-71,0,0.643,0.039,-0.039,0,0.702,0.046,-0.046,0,,,,,,4.659,0.05,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h46m39.78s,176.6657559,-05d10m19.37s,-5.1720463,396.913,7.94,-7.64,15.006,0.126,-0.126,12.284,0.019,-0.019,14.6336,0.00028,-0.00028,14-07-2016,2016-09,18-07-2016,0,K2-42_6.68796
Kepler-1220,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,7.42693741,4.19E-05,-4.19E-05,0,0.1011,,,,1.52,0.33,-0.19,0,0.13560532,0.02944063,-0.01695066,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5842,246.43,-266.34,0,0.99,0.208,-0.123,0,1,0.116,-0.084,0,-0.04,0.145,-0.182,0,[Fe/H],4.45,0.083,-0.138,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m16.90s,297.070398,+42d58m39.86s,42.9777396,961.907,33.758,-31.58,15.194,0.092,-0.092,13.208,0.033,-0.033,14.9649,0.000342,-0.000342,06-05-2016,2016-05,10-05-2016,0,Kepler-1220_7.42693741
K2-381,1,1,3,Transit,2022,K2,Published Confirmed,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,16.034656,0.001844,-0.001572,0,0.1079,,,,2,0.184,-0.148,0,0.17842836,0.01641541,-0.0132037,0,,,,,0.3,,,,,,,,,,,,,,,,,0,<a refstr=CHRISTIANSEN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220302087C/abstract target=ref>Christiansen et al. 2022</a>,,4473,138,-138,0,0.675,0.052,-0.047,0,0.754,0.337,-0.239,0,-0.244,0.235,-0.235,0,[Fe/H],4.653,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h12m06.42s,288.0267612,-21d00m27.28s,-21.0075789,145.701,1.082,-1.067,12.883,0.069,-0.069,10.302,0.021,-0.021,12.6373,0.000252,-0.000252,16-03-2022,2022-03,16-03-2022,0,K2-381_16.034656
GJ 876,1,1,4,Radial Velocity,2000,Multiple Observatories,Published Confirmed,0,<a refstr=RIVERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...719..890R/abstract target=ref> Rivera et al. 2010 </a>,30.0881,0.0082,-0.0082,0,0.12959,2.40E-05,-2.40E-05,0,,,,,,,,,226.9846,1.2395,-1.2395,0,0.7142,0.0039,-0.0039,0,Mass,0.25591,0.00093,-0.00093,0,,,,,,,,,0,<a refstr=RIVERA_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...719..890R/abstract target=ref> Rivera et al. 2010 </a>,,,,,,0.3,,,0,0.32,0.03,-0.03,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h53m17.75s,343.3239737,-14d15m59.74s,-14.2665958,4.67517,0.00167,-0.00167,10.16,0.1,-0.1,5.01,0.021,-0.021,8.8753,0.00145,-0.00145,27-08-2014,2010-08,27-08-2014,1,GJ 876_30.0881
HD 7924,1,1,3,Radial Velocity,2008,W. M. Keck Observatory,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,5.39792,0.00025,-0.00025,0,0.06,0,0,0,,,,,,,,,6.3566,0,0,0,0.02,0,0,0,Msini,0.06,0.05,-0.05,0,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5131,14,-14,0,0.78,0.01,-0.01,0,0.65,0.05,-0.05,0,-0.21,,,0,[Fe/H],4.46,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h21m58.96s,20.4956562,+76d42m36.53s,76.7101475,16.9922,0.0072,-0.0072,7.17896,0.023,-0.023,5.159,0.02,-0.02,6.92516,0.000196,-0.000196,04-09-2018,2017-03,06-09-2018,1,HD 7924_5.39792
Kepler-65,1,1,4,Transit,2012,Kepler,Published Confirmed,0,<a refstr=CHAPLIN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...766..101C/abstract target=ref> Chaplin et al. 2013 </a>,2.15491,5.00E-06,-5.00E-06,0,0.035,0.002,-0.001,0,1.42,0.03,-0.03,0,0.127,0.003,-0.003,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=CHAPLIN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...766..101C/abstract target=ref> Chaplin et al. 2013 </a>,,6211,66,-66,0,1.41,0.03,-0.03,0,1.25,0.06,-0.06,0,0.17,0.06,-0.06,0,[Fe/H],4.232,0.006,-0.006,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h14m45.29s,288.6887221,+41d09m03.99s,41.1511076,303.728,2.708,-2.661,10.922,0.008,-0.008,9.806,0.017,-0.017,10.9656,0.000386,-0.000386,14-05-2014,2013-04,14-05-2014,0,Kepler-65_2.15491
Kepler-1350,1,1,2,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.4968604,1.27E-05,-1.27E-05,0,0.1011,,,,2.52,0.16,-0.25,0,0.22481934,0.01427424,-0.02230351,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,3827,45.42,-59.63,0,0.53,0.031,-0.05,0,0.55,0.032,-0.052,0,-0.06,0.12,-0.16,0,[Fe/H],4.74,0.045,-0.027,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h13m00.15s,288.250611,+46d40m46.14s,46.6794847,340.691,5.8225,-5.8225,16.577,0.664,-0.664,13.122,0.027,-0.027,16.2331,0.000841,-0.000841,06-05-2016,2016-05,10-05-2016,0,Kepler-1350_4.4968604
Kepler-346,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,23.851549,9.80E-05,-9.80E-05,0,0.168,,,0,3.07,1.46,-1.46,0,0.274,0.13,-0.13,0,,,,,0.432,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6033,200,-200,0,1.021,0.476,-0.476,0,0.95,,,,,,,,,4.464,0.3,-0.3,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h12m02.86s,288.0119248,+46d07m03.36s,46.1176003,984.105,26.765,-25.411,15.261,0.137,-0.137,13.582,0.036,-0.036,15.1549,0.000352,-0.000352,14-05-2014,2014-03,14-05-2014,0,Kepler-346_23.851549
HIP 99770,1,1,1,Imaging,2023,Multiple Observatories,Published Confirmed,0,<a refstr=CURRIE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221200034C/abstract target=ref>Currie et al. 2022</a>,10000,6200,-2800,0,16.9,3.4,-1.9,0,,,,,,,,,5117.037353,1716.273398,-1589.142035,0,16.1,5.4,-5,0,Mass,0.25,0.14,-0.16,0,,,,,,,,,0,<a refstr=CURRIE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221200034C/abstract target=ref>Currie et al. 2022</a>,A5-A6,8000,,,0,0.921,,,,1.85,0.19,-0.19,0,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h14m32.12s,303.6338344,+36d48m23.78s,36.8066046,40.0765,0.2847,-0.2807,4.94292,0.023,-0.023,4.422,0.017,-0.017,4.9147,0.0038674,-0.0038674,17-04-2023,2022-11,17-04-2023,0,HIP 99770_10000.0
TOI-6130,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=EHRHARDT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...692A.220E/abstract target=ref>Ehrhardt et al. 2024</a>,2.392679,2.00E-06,-2.00E-06,0,0.036,0.002,-0.002,0,14.3474953,0.33626942,-0.33626942,0,1.28,0.03,-0.03,0,333.7198274,19.06970442,-19.06970442,0,1.05,0.06,-0.06,0,Mass,0.036,0.018,-0.018,0,1150,80,-80,0,1750,40,-40,0,0,<a refstr=EHRHARDT_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...692A.220E/abstract target=ref>Ehrhardt et al. 2024</a>,F,6110,50,-50,0,1.51,0.03,-0.03,0,1.31,0.08,-0.08,0,0.28,0.06,-0.06,0,[Fe/H],4.19,0.08,-0.08,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h36m49.22s,339.2050832,+16d49m37.90s,16.8271941,220.882,2.637,-2.576,11.21,0.011,-0.011,9.655,0.018,-0.018,10.9775,0.000588,-0.000588,22-01-2025,2024-12,22-01-2025,0,TOI-6130_2.392679
Kepler-29,1,1,2,Transit,2011,Kepler,Published Confirmed,0,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,13.28613,0.00026,-0.00021,0,0.1011,,,,2.34,0.12,-0.11,0,0.20876082,0.01070568,-0.00981354,0,4.5,1.1,-1.1,0,0.01415851,0.00346097,-0.00346097,0,Mass,0,,,0,34.4,3.8,-3.8,0,,,,,1,<a refstr=VISSAPRAGADA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..108V/abstract target=ref>Vissapragada et al. 2020</a>,,5378,60,-60,0,0.732,0.033,-0.031,0,0.761,0.024,-0.028,0,-0.44,0.04,-0.04,0,[Fe/H],4.6,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h53m23.61s,298.348382,+47d29m28.69s,47.4913021,832.532,26.3765,-26.3765,15.547,0.092,-0.092,13.657,0.045,-0.045,15.2819,0.000474,-0.000474,04-05-2020,2020-03,07-05-2020,0,Kepler-29_13.28613
IC 4651 9122,1,1,1,Radial Velocity,2018,La Silla Observatory,Published Confirmed,1,<a refstr=LE_ATILDE_O_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...620A.139L/abstract target=ref>Le&atilde;o et al. 2018</a>,734,8.1,-8.1,0,2.038,0.039,-0.039,0,,,,,,,,,2002.329,158.915,-158.915,0,6.3,0.5,-0.5,0,Msini,0.18,0.09,-0.09,0,,,,,,,,,0,<a refstr=LE_ATILDE_O_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...620A.139L/abstract target=ref>Le&atilde;o et al. 2018</a>,,,,,,0.94,,,,2.1,,,0,0.12,,,0,[Fe/H],2.52,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h24m50.07s,261.2086139,-49d56m56.15s,-49.9489317,859.324,31.989,-31.989,10.909,0.016,-0.016,8.054,0.018,-0.018,10.5336,0.000302,-0.000302,18-07-2018,2018-12,19-07-2018,1,IC 4651 9122_734.0
K2-288 B,1,2,1,Transit,2018,K2,Published Confirmed,0,<a refstr=FEINSTEIN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...40F/abstract target=ref>Feinstein et al. 2019</a>,31.393463,6.70E-05,-6.90E-05,0,0.164,0.03,-0.03,0,1.9,0.3,-0.3,0,0.16950665,0.02676421,-0.02676421,0,,,,,0.432,,,,,,,,,,,,,226.36,22.3,-22.3,0,0,<a refstr=FEINSTEIN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...40F/abstract target=ref>Feinstein et al. 2019</a>,M3 V,3341,276,-276,0,0.32,0.03,-0.03,0,0.33,0.02,-0.02,0,-0.21,0.09,-0.09,0,[Fe/H],4.96,0.02,-0.02,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m46.63s,55.4442857,+18d16m06.57s,18.2684913,65.6138,0.8821,-0.8594,,,,,,,14.5451,0.001737,-0.001737,04-01-2019,2019-01,10-01-2019,0,K2-288 B_31.393463
WASP-193,1,2,1,Transit,2023,WASP-South,Published Confirmed,0,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..225Y/abstract target=ref>Yee et al. 2025</a>,6.2463475,1.50E-06,-1.50E-06,0,0.0668,0.0014,-0.0014,0,14.78464554,0.62770292,-0.53803107,0,1.319,0.056,-0.048,0,35.59678158,9.2170238,-10.80616584,0,0.112,0.029,-0.034,0,Mass,0.081,0.076,-0.055,0,402,29,-26,0,1250,22,-21,0,0,<a refstr=YEE_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..225Y/abstract target=ref>Yee et al. 2025</a>,,6080,130,-130,0,1.213,0.05,-0.042,0,1.018,0.064,-0.062,0,-0.108,0.055,-0.056,0,[Fe/H],4.28,0.042,-0.05,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h57m23.79s,164.3491401,-29d59m49.64s,-29.9971229,362.087,5.384,-5.232,11.972,0.023,-0.023,10.745,0.035,-0.035,12.0421,0.000261,-0.000261,20-11-2025,2025-04,20-11-2025,0,WASP-193_6.2463475
